Breed,De-sexed,Gender,Suburb
Maltese                                 ,Y,M,EDEN HILLS                         
Poodle                                  ,Y,M,MITCHAM                            
Staffordshire Terrier                   ,Y,M,BELAIR                             
Golden Retriever                        ,N,M,MITCHAM                            
Pug                                     ,Y,M,WESTBOURNE PARK                    
West Highland Terrier                   ,Y,M,PANORAMA                           
Labrador                                ,Y,M,LOWER MITCHAM                      
Staffordshire Bull Terrier              ,Y,M,PANORAMA                           
Golden Retriever                        ,Y,M,HAWTHORNDENE                       
Terrier                                 ,Y,M,GLENALTA                           
Pembroke Corgi                          ,N,M,KINGSWOOD                          
Maltese                                 ,Y,M,MELROSE PARK                       
Labrador                                ,Y,M,COLONEL LIGHT GARDENS              
Heeler                                  ,Y,M,HAWTHORNDENE                       
Labrador                                ,Y,M,BELAIR                             
Staffordshire Bull Terrier              ,Y,M,CRAIGBURN FARM                     
Spoodle                                 ,Y,M,EDEN HILLS                         
Labrador Retriever                      ,Y,M,COLONEL LIGHT GARDENS              
Spoodle                                 ,Y,M,BEDFORD PARK                       
Maltese                                 ,Y,M,WESTBOURNE PARK                    
Hungarian Vizsla                        ,Y,M,MELROSE PARK                       
Great Dane                              ,Y,M,KINGSWOOD                          
Golden Retriever                        ,Y,M,LOWER MITCHAM                      
Labrador                                ,Y,M,COLONEL LIGHT GARDENS              
Labrador                                ,Y,M,CUMBERLAND PARK                    
Amer Staff Terrier                      ,Y,M,MELROSE PARK                       
Border Collie                           ,Y,M,PASADENA                           
Cavalier King Charles Spaniel           ,Y,M,EDEN HILLS                         
English Springer Spaniel                ,Y,M,CUMBERLAND PARK                    
German Shorthaired Pointer              ,Y,M,NETHERBY                           
English Springer Spaniel                ,Y,M,MITCHAM                            
Australian Silky Terrier                ,Y,M,COLONEL LIGHT GARDENS              
Cavador                                 ,Y,M,HAWTHORNDENE                       
Cavalier King Charles Spaniel           ,Y,M,EDEN HILLS                         
German Shorthaired Pointer              ,Y,M,COLONEL LIGHT GARDENS              
Staffordshire Bull Terrier              ,Y,M,BLACKWOOD                          
Pug                                     ,Y,M,CRAIGBURN FARM                     
Labrador                                ,Y,M,BELAIR                             
Maltese                                 ,Y,F,PANORAMA                           
Labrador                                ,Y,M,TORRENS PARK                       
Dalmatian                               ,Y,M,BLACKWOOD                          
Cavalier King Charles Spaniel           ,Y,M,DAW PARK                           
Cocker Spaniel                          ,Y,M,ST MARYS                           
Cavoodle                                ,Y,M,WESTBOURNE PARK                    
Labrador                                ,Y,M,LOWER MITCHAM                      
Maltese                                 ,Y,M,EDEN HILLS                         
Cocker Spaniel                          ,Y,M,GLENALTA                           
Australian Kelpie                       ,Y,M,GLENALTA                           
