Breed_Description,desexed,sex,Suburb
Staffordshire Bull Terrier X,no,,CRAIGMORE
Jack Russell Terrier X,yes,,DAVOREN PARK
German Shepherd Dog X,yes,,ANGLE VALE
German Shepherd Dog,no,,DAVOREN PARK
German Shepherd Dog,no,,CRAIGMORE
Cavalier King Charles Spaniel,no,,DAVOREN PARK
Chihuahua X,no,,DAVOREN PARK
Maltese X,no,,ELIZABETH PARK
Pomeranian,yes,,MUNNO PARA
Chihuahua X,yes,,CRAIGMORE
Maremma Sheepdog,yes,,DAVOREN PARK
Maltese X,no,,DAVOREN PARK
Chihuahua,no,,CRAIGMORE
Rottweiler,yes,,DAVOREN PARK
Maltese X,no,,DAVOREN PARK
Maltese X,no,,DAVOREN PARK
Staffordshire Bull Terrier,no,,DAVOREN PARK
German Shepherd Dog,no,,ELIZABETH VALE
Chihuahua,yes,,ANDREWS FARM
American Staffordshire Terrier,yes,,MUNNO PARA WEST
Maltese X,no,,BLAKEVIEW
X Breed,no,,DAVOREN PARK
Jack Russell Terrier,no,,DAVOREN PARK
Jack Russell Terrier X,no,,DAVOREN PARK
Akita,yes,,DAVOREN PARK
Rottweiler X,yes,,DAVOREN PARK
Akita,no,,DAVOREN PARK
American Staffordshire Terrier,no,,DAVOREN PARK
Staffordshire Bull Terrier,no,,DAVOREN PARK
Staffordshire Bull Terrier,yes,,ANDREWS FARM
Fox Terrier (Smooth)  X,no,,DAVOREN PARK
Labrador Retriever X,yes,,ANDREWS FARM
Maltese X,no,,HILLBANK
Chihuahua X,no,,DAVOREN PARK
Chihuahua X,no,,DAVOREN PARK
Maltese X,no,,DAVOREN PARK
Maltese X,no,,DAVOREN PARK
Shih Tzu,no,,DAVOREN PARK
Akita,no,,MUNNO PARA WEST
Staffordshire Bull Terrier,no,,DAVOREN PARK
Jack Russell Terrier,yes,,HILLBANK
Beagle X,yes,,HILLBANK
Papillon,yes,,DAVOREN PARK
Papillon,yes,,DAVOREN PARK
Australian Terrier X,no,,DAVOREN PARK
Jack Russell Terrier,yes,,BLAKEVIEW
Staffordshire Bull Terrier,no,,DAVOREN PARK
Beagle,yes,,BLAKEVIEW
Border Collie,yes,,MUNNO PARA
Staffordshire Bull Terrier X,yes,,SMITHFIELD
Staffordshire Bull Terrier X,yes,,SMITHFIELD
Airedale Terrier,no,,DAVOREN PARK
X Breed,no,,DAVOREN PARK
Chihuahua X,no,,DAVOREN PARK
Staffordshire Bull Terrier,no,,DAVOREN PARK
Pomeranian,yes,,DAVOREN PARK
Siberian Husky,no,,ELIZABETH GROVE
Italian Greyhound X,yes,,DAVOREN PARK
Border Collie X,no,,DAVOREN PARK
Chihuahua X,no,,ANDREWS FARM
Mastiff,no,,MUNNO PARA WEST
Chihuahua X,no,,DAVOREN PARK
Maltese X,no,,HILLBANK
Maltese X,yes,,DAVOREN PARK
Alaskan Malamute,no,,ANDREWS FARM
Maltese X,yes,,DAVOREN PARK
Cocker Spaniel X,yes,,BLAKEVIEW
Maltese X,no,,DAVOREN PARK
Australian Cattle Dog X,no,,DAVOREN PARK
Jack Russell Terrier,no,,DAVOREN PARK
Maltese X,no,,DAVOREN PARK
Australian Kelpie X,yes,,DAVOREN PARK
Staffordshire Bull Terrier,yes,,ANDREWS FARM
Chihuahua X,no,,DAVOREN PARK
Dalmation,yes,,ANGLE VALE
Papillon,yes,,DAVOREN PARK
Dalmation,yes,,ANGLE VALE
Staffordshire Bull Terrier X,no,,DAVOREN PARK
American Staffordshire Terrier Cross,no,,ELIZABETH DOWNS
Chihuahua X,no,,ANDREWS FARM
Bullmastiff X,no,,DAVOREN PARK
Bulldog,no,,DAVOREN PARK
Chihuahua X,yes,,DAVOREN PARK
Australian Kelpie X,no,,DAVOREN PARK
Jack Russell Terrier X,no,,DAVOREN PARK
Chihuahua,no,,MACDONALD PARK
Australian Cattle Dog,no,,DAVOREN PARK
Jack Russell Terrier,yes,,DAVOREN PARK
Shih Tzu X,no,,DAVOREN PARK
American Staffordshire Terrier,no,,ELIZABETH EAST
Chihuahua X,no,,ELIZABETH PARK
Jack Russell Terrier X,yes,,DAVOREN PARK
Labrador Retriever X,no,,DAVOREN PARK
Labrador Retriever X,yes,,ANDREWS FARM
Papillon X,yes,,BLAKEVIEW
Papillon X,yes,,ULEYBURY
Boxer,yes,,ULEYBURY
Chihuahua,no,,DAVOREN PARK
Chihuahua,no,,DAVOREN PARK
Siberian Husky,yes,,SMITHFIELD
Maltese X,yes,,DAVOREN PARK
Shih Tzu,yes,,ELIZABETH DOWNS
Siberian Husky,yes,,SMITHFIELD
Boxer X,yes,,CRAIGMORE
Jack Russell Terrier,no,,DAVOREN PARK
Pomeranian,no,,DAVOREN PARK
Maltese X,no,,DAVOREN PARK
Staffordshire Bull Terrier X,no,,SMITHFIELD PLAINS
Pomeranian,no,,SMITHFIELD
Papillon,no,,DAVOREN PARK
Siberian Husky,no,,SMITHFIELD
Staffordshire Bull Terrier X,yes,,SMITHFIELD PLAINS
Staffordshire Bull Terrier X,no,,SMITHFIELD PLAINS
Staffordshire Bull Terrier X,no,,SMITHFIELD PLAINS
Samoyed X,no,,DAVOREN PARK
Staffordshire Bull Terrier X,no,,DAVOREN PARK
American Staffordshire Terrier,no,,DAVOREN PARK
Fox Terrier (Smooth),yes,,DAVOREN PARK
Maltese X,yes,,ANDREWS FARM
St. Bernard,no,,BLAKEVIEW
Cavalier King Charles Spaniel,yes,,BLAKEVIEW
Staffordshire Bull Terrier X,no,,DAVOREN PARK
Pomeranian,no,,ELIZABETH EAST
Staffordshire Bull Terrier,yes,,DAVOREN PARK
Collie (Rough),yes,,MACDONALD PARK
Collie (Rough),no,,MACDONALD PARK
Staffordshire Bull Terrier,no,,DAVOREN PARK
Irish Wolfhound,no,,SMITHFIELD PLAINS
Labrador Retriever,no,,DAVOREN PARK
Rottweiler,no,,ANGLE VALE
Fox Terrier (Smooth),no,,BLAKEVIEW
Fox Terrier (Smooth)  X,yes,,BLAKEVIEW
Staffordshire Bull Terrier X,no,,DAVOREN PARK
Australian Cattle Dog X,no,,SMITHFIELD PLAINS
American Staffordshire Terrier,yes,,DAVOREN PARK
Maltese X,no,,DAVOREN PARK
Pomeranian,yes,,DAVOREN PARK
Pomeranian,yes,,DAVOREN PARK
Labrador Retriever,yes,,DAVOREN PARK
Australian Cattle Dog X,no,,WATERLOO CORNER
American Staffordshire Terrier Cross,no,,ELIZABETH SOUTH
Labrador Retriever X,yes,,HILLBANK
Chihuahua X,no,,SMITHFIELD PLAINS
Chihuahua X,no,,SMITHFIELD PLAINS
Poodle X,yes,,DAVOREN PARK
Maltese X,yes,,CRAIGMORE
Maltese X,yes,,CRAIGMORE
Chihuahua X,yes,,DAVOREN PARK
Staffordshire Bull Terrier,no,,SMITHFIELD
Australian Cattle Dog,yes,,HILLBANK
Rottweiler X,yes,,DAVOREN PARK
X Breed,no,,DAVOREN PARK
Staffordshire Bull Terrier X,no,,DAVOREN PARK
Staffordshire Bull Terrier,no,,BLAKEVIEW
Staffordshire Bull Terrier X,yes,,HILLBANK
Labrador Retriever X,no,,ANDREWS FARM
German Shepherd Dog,no,,DAVOREN PARK
Maltese X,no,,DAVOREN PARK
Chihuahua X,yes,,DAVOREN PARK
Bull Terrier X,no,,ELIZABETH VALE
Jack Russell Terrier X,no,,SMITHFIELD PLAINS
Chihuahua,no,,SMITHFIELD PLAINS
Staffordshire Bull Terrier X,yes,,ELIZABETH NORTH
Pomeranian X,yes,,SMITHFIELD PLAINS
Australian Cattle Dog,no,,DAVOREN PARK
Pomeranian X,no,,SMITHFIELD PLAINS
Maltese X,no,,SMITHFIELD PLAINS
Pomeranian,yes,,DAVOREN PARK
Schnauzer (Miniature),no,,DAVOREN PARK
American Staffordshire Terrier,yes,,ELIZABETH SOUTH
Maltese,no,,SMITHFIELD PLAINS
Pomeranian,no,,SMITHFIELD PLAINS
Maltese,no,,DAVOREN PARK
American Staffordshire Terrier Cross,no,,DAVOREN PARK
American Staffordshire Terrier Cross,no,,DAVOREN PARK
Labrador Retriever X,no,,DAVOREN PARK
Shih Tzu,yes,,CRAIGMORE
Jack Russell Terrier,no,,DAVOREN PARK
Australian Cattle Dog,no,,DAVOREN PARK
Labrador Retriever,no,,SMITHFIELD PLAINS
Australian Cattle Dog,no,,DAVOREN PARK
Staffordshire Bull Terrier,no,,DAVOREN PARK
Jack Russell Terrier X,no,,DAVOREN PARK
Rhodesian Ridgeback X,no,,SMITHFIELD PLAINS
Pomeranian,no,,SMITHFIELD PLAINS
Australian Kelpie X,yes,,DAVOREN PARK
American Staffordshire Terrier Cross,no,,DAVOREN PARK
Shih Tzu,no,,SMITHFIELD
Shih Tzu X,no,,ANDREWS FARM
Maltese X,no,,SMITHFIELD PLAINS
Shih Tzu X,no,,ANDREWS FARM
Shih Tzu,no,,DAVOREN PARK
Maltese X,no,,DAVOREN PARK
Maltese X,yes,,DAVOREN PARK
Staffordshire Bull Terrier,no,,ELIZABETH GROVE
Border Collie X,no,,HILLBANK
German Shepherd Dog,yes,,ANDREWS FARM
German Shepherd Dog X,no,,ANDREWS FARM
Boxer,no,,
American Staffordshire Terrier Cross,yes,,SMITHFIELD PLAINS
Jack Russell Terrier,no,,ANDREWS FARM
Deerhound,no,,SMITHFIELD PLAINS
Coolie X,no,,SMITHFIELD PLAINS
Rhodesian Ridgeback X,no,,CRAIGMORE
Cocker Spaniel,no,,SMITHFIELD
Rhodesian Ridgeback,no,,ELIZABETH DOWNS
Bull Terrier,no,,DAVOREN PARK
Australian Cattle Dog X,no,,DAVOREN PARK
Australian Silky Terrier X,no,,CRAIGMORE
Labrador Retriever,no,,DAVOREN PARK
Boxer,yes,,ELIZABETH DOWNS
Alaskan Malamute,no,,MUNNO PARA WEST
Maltese X,yes,,MUNNO PARA WEST
Australian Stumpy Tail Cattle Dog,no,,DAVOREN PARK
Shih Tzu,no,,DAVOREN PARK
Australian Cattle Dog,no,,DAVOREN PARK
Alaskan Malamute X,yes,,DAVOREN PARK
Bichon Frise,yes,,ANDREWS FARM
Poodle (Toy),yes,,DAVOREN PARK
Unknown-pleaseadvise,no,,SMITHFIELD PLAINS
American Staffordshire Terrier,no,,DAVOREN PARK
Jack Russell Terrier X,no,,DAVOREN PARK
Australian Cattle Dog X,no,,ELIZABETH VALE
Border Collie,yes,,CRAIGMORE
Maltese X,no,,HILLBANK
Labrador Retriever X,yes,,HILLBANK
Chihuahua,yes,,ANDREWS FARM
Maltese X,no,,DAVOREN PARK
Chihuahua,yes,,ANDREWS FARM
Chihuahua,yes,,ANDREWS FARM
Staffordshire Bull Terrier,no,,ANDREWS FARM
Staffordshire Bull Terrier,no,,ANDREWS FARM
Australian Cattle Dog,yes,,DAVOREN PARK
Labrador Retriever,yes,,ELIZABETH GROVE
X Breed,no,,ELIZABETH GROVE
Golden Retriever,yes,,VIRGINIA
Jack Russell Terrier X,no,,ELIZABETH EAST
Staffordshire Bull Terrier,yes,,ELIZABETH NORTH
German Shepherd Dog,no,,ELIZABETH SOUTH
Staffordshire Bull Terrier X,yes,,ELIZABETH NORTH
Staffordshire Bull Terrier X,no,,ELIZABETH EAST
Australian Cattle Dog X,no,,ELIZABETH EAST
American Staffordshire Terrier,no,,ELIZABETH NORTH
Jack Russell Terrier,yes,,DAVOREN PARK
Australian Cattle Dog,yes,,ELIZABETH NORTH
German Shepherd Dog,no,,ANDREWS FARM
Rottweiler,no,,ANDREWS FARM
Staffordshire Bull Terrier X,no,,DAVOREN PARK
Rottweiler,yes,,ANGLE VALE
Staffordshire Bull Terrier,yes,,MUNNO PARA WEST
Maltese X,no,,DAVOREN PARK
Maltese X,no,,SMITHFIELD PLAINS
Chihuahua X,no,,DAVOREN PARK
Jack Russell Terrier X,yes,,SMITHFIELD PLAINS
Australian Kelpie X,yes,,ELIZABETH DOWNS
Poodle X,yes,,DAVOREN PARK
Maltese X,yes,,SMITHFIELD PLAINS
German Shepherd Dog X,no,,DAVOREN PARK
Maltese X,no,,SMITHFIELD PLAINS
Staffordshire Bull Terrier X,yes,,MUNNO PARA WEST
Staffordshire Bull Terrier X,no,,DAVOREN PARK
X Breed,no,,ANDREWS FARM
X Breed,yes,,ANDREWS FARM
Border Collie X,no,,ELIZABETH NORTH
Australian Cattle Dog,no,,DAVOREN PARK
Staffordshire Bull Terrier X,no,,DAVOREN PARK
Maltese X,no,,MUNNO PARA WEST
American Staffordshire Terrier,yes,,DAVOREN PARK
Poodle X,no,,ANDREWS FARM
Maltese X,yes,,ANDREWS FARM
Shih Tzu X,yes,,ANDREWS FARM
Chihuahua X,yes,,DAVOREN PARK
Jack Russell Terrier X,no,,DAVOREN PARK
Staffordshire Bull Terrier X,no,,DAVOREN PARK
Cavalier King Charles Spaniel,no,,MUNNO PARA
Chihuahua,no,,ANDREWS FARM
Fox Terrier (Smooth)  X,no,,MUNNO PARA
Bichon Frise,yes,,ANDREWS FARM
Rottweiler,no,,DAVOREN PARK
Maltese X,no,,ANDREWS FARM
Maltese X,no,,ANDREWS FARM
Jack Russell Terrier X,yes,,SMITHFIELD PLAINS
Australian Kelpie X,yes,,ANDREWS FARM
Staffordshire Bull Terrier X,no,,SMITHFIELD PLAINS
Jack Russell Terrier X,no,,ANGLE VALE
Pomeranian X,no,,DAVOREN PARK
Jack Russell Terrier X,no,,ONE TREE HILL
American Staffordshire Terrier,yes,,DAVOREN PARK
Staffordshire Bull Terrier X,yes,,ELIZABETH EAST
Staffordshire Bull Terrier X,yes,,ELIZABETH EAST
Siberian Husky,no,,ELIZABETH SOUTH
Staffordshire Bull Terrier,no,,ELIZABETH GROVE
German Shepherd Dog,yes,,MUNNO PARA
American Staffordshire Terrier,no,,DAVOREN PARK
Chihuahua X,yes,,ELIZABETH NORTH
Staffordshire Bull Terrier,no,,DAVOREN PARK
Australian Cattle Dog,no,,DAVOREN PARK
Border Collie,no,,DAVOREN PARK
X Breed,no,,DAVOREN PARK
Pug,yes,,SMITHFIELD PLAINS
Bullmastiff,no,,ANDREWS FARM
Golden Retriever,no,,CRAIGMORE
Maltese X,no,,ANDREWS FARM
Golden Retriever,no,,CRAIGMORE
Shih Tzu X,no,,ANDREWS FARM
Maltese X,no,,ANDREWS FARM
Border Collie X,yes,,ANDREWS FARM
Beagle,yes,,ANDREWS FARM
Labrador Retriever,yes,,DAVOREN PARK
Maltese,no,,DAVOREN PARK
King Charles Spaniel,yes,,ELIZABETH EAST
American Staffordshire Terrier,yes,,MUNNO PARA WEST
Boxer,no,,ANDREWS FARM
Beagle X,yes,,ELIZABETH DOWNS
Maltese X,yes,,ANDREWS FARM
Poodle,no,,ANDREWS FARM
Staffordshire Bull Terrier,yes,,DAVOREN PARK
Australian Cattle Dog,no,,ELIZABETH NORTH
Labrador Retriever,yes,,CRAIGMORE
Maltese,no,,CRAIGMORE
Maltese X,yes,,ANDREWS FARM
Australian Terrier,yes,,ANDREWS FARM
Shih Tzu,no,,ANDREWS FARM
Staffordshire Bull Terrier,no,,ANDREWS FARM
Maltese X,no,,MUNNO PARA WEST
Chihuahua X,no,,DAVOREN PARK
Staffordshire Bull Terrier,no,,DAVOREN PARK
Australian Cattle Dog X,no,,DAVOREN PARK
Australian Terrier,yes,,YATTALUNGA
Mastiff X,no,,HILLBANK
Bull Terrier X,no,,CRAIGMORE
Staffordshire Bull Terrier,no,,ANDREWS FARM
Mastiff X,no,,ELIZABETH PARK
American Staffordshire Terrier Cross,yes,,ELIZABETH
Staffordshire Bull Terrier X,no,,SMITHFIELD PLAINS
Cavalier King Charles Spaniel X,yes,,ANDREWS FARM
Staffordshire Bull Terrier X,yes,,BLAKEVIEW
Beagle X,yes,,HILLBANK
White Swiss Shepherd,no,,ANDREWS FARM
White Swiss Shepherd,no,,ANDREWS FARM
Great Dane,yes,,ANDREWS FARM
Fox Terrier (Smooth)  X,yes,,SMITHFIELD PLAINS
Papillon,yes,,ANDREWS FARM
Maltese X,no,,DAVOREN PARK
Maltese X,yes,,DAVOREN PARK
Staffordshire Bull Terrier X,no,,DAVOREN PARK
Siberian Husky,no,,ANDREWS FARM
Maltese X,no,,ANDREWS FARM
Staffordshire Bull Terrier X,no,,DAVOREN PARK
Staffordshire Bull Terrier X,yes,,DAVOREN PARK
Staffordshire Bull Terrier,yes,,ANDREWS FARM
American Staffordshire Terrier Cross,no,,DAVOREN PARK
Cavalier King Charles Spaniel,yes,,ANDREWS FARM
Jack Russell Terrier,no,,ANDREWS FARM
Shar Pei,no,,ANDREWS FARM
Cavalier King Charles Spaniel,no,,ANDREWS FARM
Jack Russell Terrier,no,,DAVOREN PARK
Fox Terrier (Smooth),yes,,DAVOREN PARK
Boxer X,no,,DAVOREN PARK
Jack Russell Terrier X,yes,,YATTALUNGA
Maltese X,yes,,SMITHFIELD PLAINS
Rottweiler X,yes,,SMITHFIELD PLAINS
Staffordshire Bull Terrier,yes,,ANDREWS FARM
Chihuahua X,no,,SMITHFIELD PLAINS
Shih Tzu,yes,,ANDREWS FARM
Lhasa Apso X,yes,,ANDREWS FARM
Maltese X,yes,,DAVOREN PARK
Jack Russell Terrier,no,,ANDREWS FARM
Border Collie X,no,,HILLBANK
Staffordshire Bull Terrier X,no,,ELIZABETH EAST
Maltese X,no,,SMITHFIELD PLAINS
Unknown,no,,ELIZABETH NORTH
British Bulldog,no,,CRAIGMORE
Alaskan Malamute,no,,ELIZABETH DOWNS
Fox Terrier (Smooth)  X,yes,,ANDREWS FARM
Chihuahua X,yes,,ANDREWS FARM
Australian Silky Terrier X,no,,SMITHFIELD PLAINS
Maltese X,yes,,DAVOREN PARK
Dutch Shepherd,yes,,HILLIER
Siberian Husky,no,,SMITHFIELD PLAINS
Staffordshire Bull Terrier,yes,,ANDREWS FARM
Alaskan Malamute,yes,,SMITHFIELD PLAINS
Cavalier King Charles Spaniel,no,,MUNNO PARA WEST
Australian Kelpie,no,,SMITHFIELD PLAINS
Pug,yes,,ANDREWS FARM
Cocker Spaniel,yes,,ELIZABETH NORTH
Alaskan Malamute,no,,ANDREWS FARM
Bullmastiff X,no,,DAVOREN PARK
Labrador Retriever,yes,,ANDREWS FARM
Pomeranian,yes,,DAVOREN PARK
Pomeranian X,no,,DAVOREN PARK
Jack Russell Terrier X,yes,,MUNNO PARA WEST
Maltese X,yes,,ELIZABETH EAST
Maltese X,yes,,ELIZABETH GROVE
Poodle (Miniature),no,,DAVOREN PARK
Pomeranian X,yes,,ANDREWS FARM
German Shepherd Dog X,no,,ANDREWS FARM
American Staffordshire Terrier,no,,DAVOREN PARK
Bulldog,no,,DAVOREN PARK
Staffordshire Bull Terrier X,no,,HILLBANK
Staffordshire Bull Terrier X,no,,HILLBANK
Whippet X,no,,ANDREWS FARM
Shar Pei X,no,,DAVOREN PARK
Maltese X,no,,MUNNO PARA
Staffordshire Bull Terrier,no,,SMITHFIELD PLAINS
Rottweiler,no,,DAVOREN PARK
Maltese X,no,,DAVOREN PARK
Maltese X,yes,,ANDREWS FARM
Maltese,no,,ELIZABETH EAST
Jack Russell Terrier X,no,,ANDREWS FARM
Australian Cattle Dog X,no,,DAVOREN PARK
Cocker Spaniel,yes,,SMITHFIELD PLAINS
Poodle X,no,,ELIZABETH DOWNS
Mastiff,no,,MUNNO PARA WEST
Staffordshire Bull Terrier,no,,DAVOREN PARK
American Staffordshire Terrier,yes,,DAVOREN PARK
Border Collie X,yes,,DAVOREN PARK
Bearded Collie,no,,CRAIGMORE
Rhodesian Ridgeback X,no,,DAVOREN PARK
Belgian Shepherd Dog X,no,,DAVOREN PARK
Maltese X,no,,DAVOREN PARK
Bullmastiff,no,,DAVOREN PARK
German Shepherd Dog,no,,MUNNO PARA WEST
Maltese X,yes,,DAVOREN PARK
Fox Terrier (Smooth),no,,CRAIGMORE
Border Collie,no,,DAVOREN PARK
Maltese X,yes,,ANDREWS FARM
Irish Wolfhound X,yes,,ANDREWS FARM
Staffordshire Bull Terrier,no,,DAVOREN PARK
Maltese X,yes,,ANDREWS FARM
Pug,no,,SMITHFIELD PLAINS
X Breed,yes,,ANDREWS FARM
Jack Russell Terrier X,yes,,CRAIGMORE
Rottweiler,no,,ANDREWS FARM
Chihuahua X,no,,ANDREWS FARM
Bullmastiff X,no,,DAVOREN PARK
Staffordshire Bull Terrier,no,,ELIZABETH VALE
Rottweiler X,no,,SMITHFIELD PLAINS
Rottweiler,no,,HILLBANK
Staffordshire Bull Terrier X,yes,,ELIZABETH EAST
Staffordshire Bull Terrier X,no,,ANDREWS FARM
Shar Pei,yes,,SMITHFIELD PLAINS
Australian Cattle Dog,no,,SMITHFIELD
Staffordshire Bull Terrier X,no,,SMITHFIELD PLAINS
Jack Russell Terrier X,no,,ANDREWS FARM
Staffordshire Bull Terrier X,no,,SMITHFIELD PLAINS
Poodle X,no,,ANDREWS FARM
Maltese X,yes,,ANDREWS FARM
Jack Russell Terrier X,yes,,ANDREWS FARM
Staffordshire Bull Terrier,no,,DAVOREN PARK
Maltese X,no,,ANDREWS FARM
Maltese X,no,,ANDREWS FARM
German Shepherd Dog X,yes,,CRAIGMORE
Labrador Retriever,yes,,CRAIGMORE
Shar Pei X,no,,SMITHFIELD PLAINS
Staffordshire Bull Terrier X,yes,,DAVOREN PARK
Tenterfield Terrier X,no,,SMITHFIELD PLAINS
American Staffordshire Terrier Cross,no,,MUNNO PARA WEST
Pomeranian X,no,,ELIZABETH DOWNS
Labrador Retriever X,yes,,BLAKEVIEW
Labrador Retriever,yes,,ELIZABETH PARK
German Shepherd Dog,no,,ELIZABETH GROVE
German Shepherd Dog,yes,,ELIZABETH GROVE
American Staffordshire Terrier Cross,yes,,ANDREWS FARM
Australian Terrier X,yes,,ANDREWS FARM
Maltese X,yes,,ANDREWS FARM
Schnauzer (Miniature),no,,CRAIGMORE
Labrador Retriever,no,,ANDREWS FARM
Staffordshire Bull Terrier X,no,,BLAKEVIEW
Rottweiler,no,,SMITHFIELD PLAINS
Australian Kelpie,yes,,BLAKEVIEW
Jack Russell Terrier X,yes,,CRAIGMORE
Boxer,yes,,DAVOREN PARK
Labrador Retriever,yes,,ANDREWS FARM
Labrador Retriever,no,,ANDREWS FARM
Australian Kelpie,no,,MACDONALD PARK
Australian Kelpie X,no,,ANDREWS FARM
Australian Kelpie,no,,MACDONALD PARK
Staffordshire Bull Terrier,yes,,DAVOREN PARK
Akita,yes,,ANDREWS FARM
Maltese,no,,BLAKEVIEW
Staffordshire Bull Terrier X,no,,ANDREWS FARM
Poodle (Toy) X,no,,ANDREWS FARM
Lhasa Apso X,yes,,CRAIGMORE
American Staffordshire Terrier,no,,CRAIGMORE
Jack Russell Terrier X,yes,,DAVOREN PARK
Jack Russell Terrier X,yes,,DAVOREN PARK
Maltese,no,,DAVOREN PARK
Staffordshire Bull Terrier X,no,,ANDREWS FARM
Shih Tzu X,no,,CRAIGMORE
German Shepherd Dog X,no,,VIRGINIA
Beagle,yes,,DAVOREN PARK
Beagle,yes,,DAVOREN PARK
Rottweiler,yes,,ANDREWS FARM
Pomeranian,no,,DAVOREN PARK
Shih Tzu X,yes,,ANDREWS FARM
German Shepherd Dog,yes,,CRAIGMORE
Staffordshire Bull Terrier,yes,,ANDREWS FARM
Staffordshire Bull Terrier,no,,ANDREWS FARM
German Shepherd Dog X,no,,ANDREWS FARM
Chihuahua,no,,DAVOREN PARK
Pomeranian,no,,ANDREWS FARM
Pomeranian,no,,ANDREWS FARM
Maltese X,yes,,ANDREWS FARM
Maltese X,no,,ANDREWS FARM
Cairn Terrier,no,,SMITHFIELD PLAINS
Labrador Retriever,no,,DAVOREN PARK
Rottweiler,yes,,CRAIGMORE
Chihuahua X,no,,CRAIGMORE
Labrador Retriever,no,,CRAIGMORE
Labrador Retriever X,yes,,ANDREWS FARM
Jack Russell Terrier X,no,,ELIZABETH PARK
Maltese X,yes,,WATERLOO CORNER
Mastiff,yes,,DAVOREN PARK
Siberian Husky,no,,ANDREWS FARM
Mastiff X,no,,DAVOREN PARK
Fox Terrier (Smooth),no,,CRAIGMORE
Fox Terrier (Smooth),no,,CRAIGMORE
Border Collie X,yes,,DAVOREN PARK
Chihuahua X,no,,CRAIGMORE
German Shepherd Dog,no,,CRAIGMORE
Maltese X,yes,,CRAIGMORE
Staffordshire Bull Terrier,no,,ELIZABETH NORTH
Australian Cattle Dog X,no,,CRAIGMORE
Labrador Retriever X,yes,,ELIZABETH NORTH
Labrador Retriever,yes,,HILLBANK
Tenterfield Terrier X,yes,,ELIZABETH
Labrador Retriever,no,,ANDREWS FARM
Whippet,no,,ANDREWS FARM
Maltese X,yes,,DAVOREN PARK
Jack Russell Terrier X,no,,ANDREWS FARM
Staffordshire Bull Terrier X,no,,ANDREWS FARM
German Shepherd Dog,no,,CRAIGMORE
Shih Tzu X,yes,,BLAKEVIEW
King Charles Spaniel,no,,BLAKEVIEW
Alaskan Malamute,yes,,ELIZABETH VALE
Border Collie,yes,,CRAIGMORE
Australian Kelpie,yes,,ANDREWS FARM
Chihuahua X,no,,DAVOREN PARK
Staffordshire Bull Terrier X,no,,ANDREWS FARM
Shih Tzu,no,,CRAIGMORE
Maltese X,yes,,CRAIGMORE
Tenterfield Terrier X,yes,,CRAIGMORE
Maltese X,no,,DAVOREN PARK
German Shorthaired Pointer,no,,MUNNO PARA WEST
Cocker Spaniel,yes,,CRAIGMORE
Beagle,no,,CRAIGMORE
Greyhound,yes,,ANDREWS FARM
Pug X,no,,ANDREWS FARM
Pomeranian X,no,,ANDREWS FARM
Staffordshire Bull Terrier X,no,,ELIZABETH DOWNS
Staffordshire Bull Terrier X,yes,,CRAIGMORE
Border Collie,no,,ELIZABETH GROVE
Pointer,no,,ANDREWS FARM
Pointer X,no,,ANDREWS FARM
Poodle,yes,,MUNNO PARA
Maltese X,yes,,ANDREWS FARM
Australian Kelpie,no,,DAVOREN PARK
Mastiff,no,,DAVOREN PARK
Australian Silky Terrier,yes,,CRAIGMORE
Jack Russell Terrier,no,,CRAIGMORE
Staffordshire Bull Terrier,no,,DAVOREN PARK
American Staffordshire Terrier,no,,ELIZABETH NORTH
Maltese X,yes,,ANDREWS FARM
Jack Russell Terrier X,no,,ANDREWS FARM
Pomeranian,yes,,ELIZABETH PARK
Maltese X,yes,,ANDREWS FARM
Shih Tzu X,yes,,BLAKEVIEW
American Staffordshire Terrier Cross,yes,,WATERLOO CORNER
Maltese X,no,,CRAIGMORE
Rottweiler X,yes,,MUNNO PARA WEST
Alaskan Malamute,no,,HILLBANK
Maltese X,no,,ANDREWS FARM
Maltese X,no,,CRAIGMORE
Pug,no,,ANDREWS FARM
Staffordshire Bull Terrier X,yes,,ELIZABETH DOWNS
Australian Silky Terrier X,yes,,CRAIGMORE
Australian Kelpie X,no,,CRAIGMORE
Pomeranian X,yes,,ANDREWS FARM
Maltese X,yes,,ANDREWS FARM
American Staffordshire Terrier,yes,,SMITHFIELD PLAINS
Beagle X,yes,,ANDREWS FARM
Shar Pei,no,,MUNNO PARA WEST
Staffordshire Bull Terrier X,yes,,ELIZABETH GROVE
Golden Retriever X,yes,,BLAKEVIEW
Labrador Retriever X,no,,DAVOREN PARK
Boxer,no,,ELIZABETH EAST
Staffordshire Bull Terrier X,yes,,CRAIGMORE
Maltese X,no,,ELIZABETH DOWNS
Australian Cattle Dog,no,,ELIZABETH DOWNS
Australian Cattle Dog,no,,ELIZABETH DOWNS
Maltese X,yes,,ELIZABETH DOWNS
Staffordshire Bull Terrier,no,,SMITHFIELD PLAINS
Maltese X,no,,CRAIGMORE
Maltese X,yes,,CRAIGMORE
Border Collie,yes,,ANDREWS FARM
Border Collie X,yes,,ANDREWS FARM
Maltese X,yes,,CRAIGMORE
Akita,no,,ANDREWS FARM
Labrador Retriever X,no,,CRAIGMORE
Poodle (Miniature),no,,CRAIGMORE
